Aal;tripsk;'tripsk;
beispielsweise;ixemrélt;;
beißen;röshell;;
Beistand;strillonchr;;
beistehen;strillontionell;;
Beitrag;strillwitch;;
beitragen;strillwitchell;;
bejahen;sonnrîpell;;
bekämpfen;sonncroshell;;
bekannt;leychrat;;
Bekannte;leychrer;;
Bekanntschaft;leychr;;
bekennen;sonnreychell;;
Bekenntnis;sonnreychroil;;
beknackt;sonnwîmchrt;;
bekommen;sonnblenell;;
bekömmlich;sonnblent;;
bekräften;sonnspînell;;
bekunden;sonnhîtrishell;;
beladen;sonnelchrell;;
belagern;sonnfratchell;;
Belagerung;sonnfratchem;;
belangen;sonnqelshell;;
belasten;sonngawtionell;;
belastend;sonngawtionellp;;
Belastung;sonngawtionem;;
belauschen;sonnwelvell;;
Beleg;poish;;
belegen;sonneschell;;
Belegung;sonneschem;;
belehren;sonnbrurchell;;
Belehrung;sonnbrurchem;;
beleidigen;sonngîmronell;;
Beleidigung;sonngîmronem;;
beliebig;treychrt;;
beliebt;sonnqít;;
Beliebtheit;sonnqí;;
bellen;príkoilell;;
belohnen;sonntrewell;;
Belohnung;sonntrewem;;
bemerken;sonnpoktionell;;
bemerkenswert;sonnpoktionopchîmt;;
Bemerkung;sonnpoktionem;;
bemühen;sonnhexchrell;;
Bemühung;sonnhexchrem;;
bemustern;sonnkuronell;;
Bemusterung;sonnkuronem;;
benachbart;sonnprîkat;;
benachrichtigen;sonntoipashell;;
Benachrichtigung;sonntoipashem;;
benachteiligen;sonnîbächrell;;
benachteiligt;sonnîbächrat;;
beneiden;sonnklaschrell;;
benennen;sonntreschrell;;
benetzen;sonntroilell;;
benoten;sonnsrotchell;;
benötigen;sonnkochrrashell;;
benutzen;sonnríwîchrell;;
Benutzer;sonnríwîchrer;;
Benutzung;sonnríwîchrem;;
Benzin;kolk;'kolk;
beobachten;échrell;;
Beobachtung;échrem;;
bequem;zulcht;;
Bequemlichkeit;zulch;;
beraten;sonntraptionell;;
Berater;sonntraptioner;;
Beratung;sonntraptionem;;
berauben;sonnsouchell;;
berechtigen;sonnspilell;;
Berechtigung;sonnspilem;;
Bereich;sonnlesch;;
bereit;kalchrt;;
bereiten;kalchrell;;
bereits;emgon;;
Bereitschaft;kalchr;;
Bereitstellung;kalchrtpurchem;;
Bereitung;kalchrem;;
bereuen;sonnboultashell;;
Berg;joun;;
bergen;hûtchell;;
Bergung;hûtchem;;
Bericht;sonnreyx;;
berichten;sonnreyxell;;
berichtigen;sonnshukell;;
berieseln;sonnsîprell;;
Berieselung;sonnsîprem;;
bersten;rîltionell;;
Beruf;sonnkeyp;;
berufen;sonnkeypell;;
Berufung;sonnkeypem;;
beruhigen;sonnäkrûlell;;
berühmt;sonnmiltiont;;
berühren;sonnflämell;;
Berührung;sonnflämem;;
besaitet;sonnmílershat;;
besänftigen;sonntelchell;;
beschädigen;sonnbesnashell;;
Beschädigung;sonnbesnashem;;
beschäftigen;worashell;;
Beschäftigung;worashem;;
beschatten;sonncrechrell;;
Beschattung;sonncrechrem;;
bescheinigen;sonnbelmashell;;
Bescheinigung;sonnbelmashem;;
bescheren;sonnfîrolmell;;
Bescherung;sonnfîrolmem;;
bescheuert;sonnvákashat;;
beschießen;sonnchûlell;;
beschleunigen;sonntvîerrashell;;
beschließen;sonnchulmell;;
Beschluss;sonnchulk;;
beschränken;sonnkleftionell;;
Beschränkung;sonnkleftionem;;
beschreibbar;sonnchinvfe^chtiont;;
beschreiben;sonnchinvell;;
beschriften;sonnsimashell;;
Beschriftung;sonnsimashem;;
beschuldigen;sonnroizerrashell;;
Beschuss;sonnchûlk;;
beschützen;sonnbrochrell;;
Beschwerde;reyltion;;
beschweren;reyltionell;;
beschwören;sonndefchrell;;
Beschwörung;sonndefchrem;;
beseitigen;sonntewell;;
Beseitigung;sonntewem;;
Besen;kroi;;
besessen;mauronat;;
Besessenheit;mauron;;
besetzen;sonnwinashell;;
besichtigen;sonnprauell;;
Besichtigung;sonnprauem;;
besiegeln;sonntravatchell;;
besiegen;sonnvîlxell;;
besinnen;sonncektionell;;
Besinnung;sonncektionem;;
Besitz;sonnwinchr;;
besitzen;sonnwinchrell;;
Besitzer;sonnwinchrap;;
Besonderheit;aschr;;
besonders;aschrt;;
besorgen;sonnspektashell;;
bespitzeln;sonnnexlell;;
besprechen;sonnrelkell;;
Besprechung;sonnrelkem;;
besser;wîtiontem;;
Bestand;sonnonchr;;
beständig;sonnonchrrasht;;
Beständigkeit;sonnonchrrash;;
Bestandteil;sonnonchrächr;;
bestätigen;juktionell;;
Bestätigung;juktionem;;
bestäuben;sonnlorkmell;;
Bestäubung;sonnlorkmem;;
bestechen;sonntromblashell;;
Bestechung;sonntromblashem;;
Besteck;sonnclam;;
bestehen;sonnontionell;;
bestehlen;sonnklektionell;;
besteigen;sonnlemchrell;;
Besteigung;sonnlemchrem;;
bestellen;sonnpurchell;;
Bestellung;sonnpurchem;;
besten;wîtiontes;;
bestimmen;sonnfralchell;;
bestimmt;sonnfralcht;;
Bestimmung;sonnfralchem;;
bestrafen;sonnfluktionell;;
Bestrafung;sonnfluktionem;;
bestreben;sonnbílell;;
Bestrebung;sonnbílem;;
bestreiten;sonncvashell;;
bestücken;sonnîfrotchell;;
Bestücker;sonnîfrotchap;;
Bestücker;sonnîfrotchot;;
Bestückung;sonnîfrotchem;;
Besuch;sonntrapash;;
besuchen;sonntrapashell;;
Besucher;sonntrapasher;;
betätigen;sonnsilell;;
Betätigung;sonnsilem;;
betäuben;sonnkrúlell;;
Betäubung;sonnkrúlem;;
beteiligen;sonnächrell;;
Beteiligung;sonnächrem;;
beten;lornell;;
beteuern;sonnlflashell;;
Beteuerung;sonnlflashem;;
Beton;krúzerrash;;
betonen;sonnbrulshell;;
betonieren;krúzerrashell;;
betrachten;sonncechrell;;
Betrachtung;sonncechrem;;
betragen;sonnwitchell;;
Betreff;sonninterplash;;
betreffen;sonninterplashell;;
betreiben;sonnalashell;;
betreten;sonnneyxell;;
betreuen;sonndroumell;;
Betreuer;sonndroumek;;
Betreuer;sonndroumot;;
Betreuung;droumem;;
Betrieb;sonnalash;;
Betrug;sonnséprúl;;
betrügen;sonnséprúlell;;
Betrüger;sonnséprúler;;
betrunken;sonnsîstionat;sonn.'sîs.tion.at;
Bett;furch;;
Bettdecke;furchbould;;
betteln;drisdell;;
betten;furchell;;
Bettler;drisder;;
beugen;loschell;;
beunruhigen;sonnnúäkrûlell;;
beurteilen;sonnprukchrell;;
Beurteilung;sonnprukchrem;;
Beute;guchr;;
Beutel;lapsh;;
bevölkern;sonnjumashell;;
Bevölkerung;sonnjumashem;;
bevor;sonntat;;
bewachen;sonncûlell;;
Bewachung;sonncûlem;;
bewaffnen;sonnmurtroilell;;
bewahren;sonnmúchrell;;
bewahrheiten;sonntukashell;;
bewältigen;gilshell;;
Bewältigung;gilshem;;
bewegen;triushell;;
beweglich;triusht;;
Bewegung;triushem;;
Beweis;sonnókosh;;
beweisen;sonnókoshell;;
bewerben;sonnríshell;;
Bewerbung;sonnríshem;;
bewerten;sonnopchîmell;;
Bewertung;sonnopchîmem;;
bewirten;sonnhunchrell;;
Bewirtung;sonnhunchrem;;
bewohnbar;sonnurchashfe^chtiont;;
Bewohnbarkeit;sonnurchashfe^chtion;;
Bewohner;sonnurchasher;;
bewölkt;sonnelionat;;
Bewölkung;sonnelionem;;
bezahlbar;sonnchíroxfe^chtiont;;
Bezahlbarkeit;sonnchíroxfe^chtion;;
bezahlen;sonnchíroxell;;
Bezahlung;sonnchíroxem;;
bezaubernd;sonndewchrellp;;
bezeichnen;sonnkrálell;;
Bezeichnung;sonnkrálem;;
bezeugen;sonntratchell;;
bezichtigen;groglashell;;
Bezichtigung;groglashem;;
beziehen;sonnwunashell;;
Beziehung;sonnwunashem;;
beziehungsweise;sonnwunashemrélt;;
Bezirk;wul;;
Bezug;sonnwunchr;;
bezüglich;sonnwunchrt;;
Bezüglichkeit;sonnwunchrkoul;;
Bibel;reyzek;;
Biber;krongsk;'krongsk;
Bibliothek;kîkerrom;;
biblisch;reyzekt;;
bieder;coutiont;;
biegen;lútashell;;
Biene;roipin;;
Bienenkönigin;roipstílin;;
Bier;mik;;
bieten;turlell;;
Bikini;rilew;'ril.ew;
Bilanz;tífîchr;;
Bild;kûnash;;
bilden;zíchrell;;
Bildschirm;kûnashârkoil;;
Bildung;zíchrem;;
billig;nourasht;;
Binde;rauchr;;
Bindegewebe;rauchrkrunkripsh;;
binden;rauchrell;;
Bindfaden;rauchrralosh;;
Bindung;rauchrem;;
Biologie;pînon;;
biologisch;pînont;;
Birne;rínik;;
bis;jorf;;
bisher;jorfloud;;
bisherig;jorfloudiult;;
Biss;rötch;;
bisschen;rol^ch;;
bissig;rötcht;;
Bitte;taul;;
bitte;taulk;;
bitten;taulell;;
bitter;valtiont;;
bizarr;kipchrt;;
blähen;goptionell;;
Blähung;goptionem;;
Blamage;centrash;;
blamieren;centrashell;;
Blase;veych;;
blasen;veychell;;
blass;éyitiont;;
Blässe;éyition;;
Blatt;jeych;;
blättern;jeychell;;
Blau;tulsp;;
Blaubeere;tulspîk;;
Blei;rípron;;
bleiben;tefchell;;
bleich;duschrt;;
bleichen;duschrell;;
blenden;blástionell;;
Blick;loknitch;;
blicken;loknitchell;;
blind;tintiont;;
blinken;chroilell;;
Blinker;chroilef;;
blinzeln;teylshell;;
Blitz;stash;;
Blitzableiter;stashqäspratchef;;
blitzen;stashell;;
Block;otch;;
Blockade;báltion;;
blockieren;báltionell;;
blöd;potcht;;
Blödsinn;potchtcektion;;
blond;tvalsp;;
bloß;rufasht;;
Blöße;rufash;;
blühen;fekchrell;;
Blume;taumash;;
Blumenkohl;taumashtigif;;
blumig;taumasht;;
Blut;prutch;;
bluten;prutchell;;
blutig;prutcht;;
Blutung;prutchem;;
Boden;lefsh;;o
bodenständig;lefshonchrrasht;;
Bogen;tuk;;
Bohne;soulol;;
bohren;trushell;;
Bohrer;trushol;;
Bohrung;trushem;;
bolzen;flemchrell;;
Bolzen;hlechr;;
bombardieren;fropashell;;
Bombardierung;fropashem;;
Bombe;fropsh;;
bomben;fropshell;;
Bonbon;trilí;;
Bonus;wîroil;;
Boot;kisch;;
Bord;dushk;;
Bordell;treych;;
Börse;krinj;;
Böse;strom;;
böse;stromt;;
boshaft;stromfrált;;
Boshaftigkeit;stromfrál;;
Bosheit;kurschr;;
Boss;lotchap;;
Botschaft;helror;;
boxen;proshell;;
Brand;shawlír;;
branden;vîrîell;;
Brandung;vîrîem;;
Braten;tric;tric;
braten;tricell;;
Brauch;westion;;
brauchen;westionell;;v
brauen;nenchrell;;
Braun;narsp;;
Braunbär;narspchopsk;;
Brause;gewmúl;;
brechen;chlashell;;
Brei;kelix;;
breit;shîmt;;
Breite;shîm;;
Bremse;chápratch;;
bremsen;cháprashell;;
Bremskraft;cháprashspîn;;
Bremsung;cháprashem;;
brennen;shawlell;;
Brennpunkt;shawlkelx;;
Brett;kásch;;
Brezel;cîlk;'cîlk;
Brief;kulrosh;;
Briefmarke;kulroshkliachr;;
Brille;dred;;
brilliant;krintiont;;
Brillianz;krintion;;
bringen;tanell;;
Brise;shilkon;;
Brokkoli;fering;;
Brombeere;twîk;;
Brot;smenk;;
Brownie;narspníl;;
Bruch;chlachr;;
Bruchlandung;chlachrmaleychem;;
Brücke;tíreltion;;
Bruder;enasher;;
brüderlich;enasht;;
Bruderschaft;enash;;
Brühe;vrosh;;
brühen;vroshell;;
brüllen;crationell;;
Brunnen;kroil^ch;;
Brust;chelk;;
brüsten;chelkell;;
Brut;veschr;;
brutal;sprelchemt;;
Brutalität;sprelchem;;
brüten;veschrell;;
Buch;solotch;;
buchen;solotchell;;
Bücherei;solotchtrásp;;
Buchse;korf;;
Buchstabe;drîn;;
buchstabieren;drînell;;
Buchung;solotchem;;
Buckel;neploi;;
buckeln;neploiell;;
bücken;cílûnterrashell;;
Budget;femrek;;
Büffet;durjek;;
Bug;loip;;
Bügel;nilash;;
Bügeleisen;nilashawk;;
bügeln;nilashell;;
buhlen;celashell;;
Bühne;lawsh;;
Bund;rauchr;;
Bündel;frak;;
bündeln;frakell;;
Bundeswehr;rauchrrîrash;;
Bündnis;rîkn;;
bunt;felrolmt;;
Burg;riftion;;
Bürge;drokasher;;
bürgen;drokashell;;
Bürger;fímer;;
Burger;shof;;
Bürgerwehr;fímsrîrash;;
Bürgschaft;drokash;;
Büro;mop;;
Bürokratie;mopash;;
bürokratisch;mopasht;;
Bürste;bnash;;
bürsten;bnashell;;
Bus;gruk;;
Busen;trif;;
büßen;lípashell;;
Butter;jíloun;;
campen;moloshell;;
Camping;molosh;;
Cashew;fialof;;
Champion;molchap;;
Chance;joup;;
Chaos;treymtion;;
Chaot;treymtioner;;
chaotisch;treymtiont;;
Charakter;minf;;
charakteristisch;minft;;
charakterlos;minflept;;
Charge;sosash;;
charmant;nírilt;;
Charme;níril;;
Charmeur;nírillok;;
Chef;lotchap;;
Chemie;rolp;;
Chemiker;rolper;;
chemisch;rolpt;;
Chip;voif;;
Chirurg;ekpatchap;;
Chirurgie;ekpatch;;
chirurgisch;ekpatcht;;
Choleriker;hourolmer;;
cholerisch;hourolmt;;
Chor;jírúl;;
Chrom;keretch;;
Chronik;burtash;;
Chronologie;burtion;;
chronologisch;burtiont;;
circa;toukef;;
clever;maunt;;
Clown;pelmek;;
Code;zatch;;
codieren;zatchell;;
Codierung;zatchem;;
Comic;hulp;;
Computer;dauk;;
Container;pekrup;;
contra;míp;;
Countdown;duksretch;;
Creme;pusrál;;
cremig;pusrált;;
da;douk;;
dabei;doukstrill;;
Dach;mlúl;;
dadurch;doukcoul;;
dafür;douknoum;;
dagegen;doukmíp;;
daheim;douksotch;;
daher;doukloud;;
dahin;douklod;;
dahinter;douktrouilt;;
damals;douknewk;;
Dame;hírîin;;
damit;doukmep;;
dämlich;mablt;;
dämmen;îmtionell;;
Dämmung;îmtionem;;
Dämon;ruxer;;
dämonisch;ruxt;;
Dampf;trukoi;;
dämpfen;blishtionell;;
Dämpfung;blishtionem;;
danach;doukîb;;
daneben;doukren;;
Dank;xílon;;
dankbar;xílonfe^chtiont;;
Dankbarkeit;xílonfe^chtionkoul;;
danke;xíl;;
danken;xílonell;;
dann;plash;;
daran;doukemp;;
darauf;doukcil;;
daraufhin;doukcillod;'douk.cil.lod;
daraus;douktorf;;
darin;doukúl;;
Darm;juk;;
darstellen;voipurchell;;
Darsteller;voipurchap;;
Darstellung;voipurchem;;
darüber;douknop;;
darum;douksew;;
darunter;douknok;;
das;bey;'bey;art
das;beyk;;
das;beys;'beys;
dass;wex;;
Datei;mnîsh;;
Dateiname;mnîshtresch;;
Daten;roiks;;
Datenbank;roikskewk;;
Datensatz;roiksfrilm;;
Datum;roik;;
Dauer;gáchr;;
dauerhaft;gáchrfrált;;
dauern;gáchrell;;
dauernd;gáchrellp;;
davon;doukil;;
davor;douktat;;
dazu;doukkí;;
Debatte;mumkír;;
debattieren;mumkell;;
Deck;tîp;;
Decke;bould;;
Deckel;penstitch;;
decken;bouldell;;
Deckname;bouldtresch;;
definieren;tukchrell;;
Definition;tukchr;;
definitiv;tukchrt;;
Defizit;fîftion;;
Deflektor;reverrash;;
dehnen;runtashell;;
Dehnung;runtashem;;
dein;toup;;
deine;toup;;
deinem;toup;;
deinerseits;touptewtiont;;
Dekoration;rultion;;
dekorieren;rultionell;;
Delegation;heproil;;
delegieren;heproilell;;
Delegierte;heproiler;;
Delphin;dívîsk;;
Delphine;dívîs;;
delphinisch;dívîrält;;
dem;bey;;
dem;bieyk;;
dem;biit;;
Demut;sikrafash;;
demütigen;sikrafashell;;
Demütigung;sikrafashem;'si.kra.fa.shem;
den;bey;;
denen;beyks;;
Denkaufgabe;wenchcilinchrír;;
denkbar;wenchfe^chtiont;;
Denke;wenchem;'wen.chem;
denken;wenchell;;
denn;shín;;
Deo;bírex;;
Depp;lölek;;
der;bey;;art
der;beyk;;
der;ilk;;
derb;maucht;;
Derby;rivosh;;
derzeit;beylouk;'bey.louk;
derzeitig;beyloukt;'bey.loukt;
des;ilk;;
deshalb;undoup;;
Design;kaltion;;
Desinfektion;númupash;nú.'mu.pash;
desinfizieren;númupashell;;
dessen;dilp;;
desto;ol;'ol;
deswegen;undoup;;
Detail;drong;;
detailliert;drongt;;
Detektei;tríf;;
Detektiv;tríflok;;
Detonation;severatch;;
detonieren;severatchell;;
deuten;torshell;;
deutlich;pácht;;
Deutlichkeit;pách;;
Devise;limk;;
Dezember;osrelk;;
Diagnose;cetash;;
diagnostizieren;cetashell;;
diagonal;strílt;;
Diagonale;stríl;;
Diamant;shurk;;
dich;touf;;
dicht;chkosht;;
dichten;chkoshell;;
Dichter;chkosher;;
Dichtung;chkoshem;;
dick;froulchrt;;
die;bey;;art
die;beyk;;
Dieb;roxasher;;
Diebesgut;roxasherdistion;;
diebisch;roxasht;;
Diebstahl;roxash;;
dienen;rialchrell;;
Diener;rialchrer;;
Dienst;rialchr;;
Dienstag;kîp;;
dienstlich;rialchrt;;
dies;adbeys;;
diesbezüglich;adbeyssonnwunasht;;
diese;adbey;;
dieselbe;beychol;;
dieser;adbey;;
dieses;adbey;;
digital;kîrem;;
Dimension;trultion;;
dimensionieren;trultionell;;
Ding;stropash;;
Diode;mosmol;;
Diplom;trilrip;;
Diplomat;hítioner;;
Diplomatie;hítion;;
diplomatisch;hítiont;;
dir;toum;;
direkt;mulct;;
diskret;süroilt;;
Diskretion;süroil;;
Diskussion;klonsh;;
diskutieren;klonshell;;
Display;rínash;;
Distanz;tripsh;;
distanzieren;tripshell;;
Disziplin;woutash;;
Diverse;morex;;
doch;splon;;
Docht;konk;'konk;
Dock;kilm;;
Doktor;pallok;;
Doktorin;palin;;
Dokument;drokchr;;
Dokumentation;droktion;;
dokumentieren;droktionell;;
dominant;emroilt;;
dominieren;emroilell;;
Donner;chrok;;
donnern;chrokell;;
Donnerstag;trilx;;
doof;tubasht;;
Doofheit;tubashkoul;;
dopen;worperroilell;;
Doping;worperroil;;
Doppel;aunchr;'aun.chr;
Doppelklick;aunchrkách;'aun.chr.kách;
doppelt;aunchrt;'aun.chrt;
Dorf;mrolm;;
dort;tesch;;
Dose;bîlash;;
dosieren;lichrell;;
Dosis;lichr;;
Download;dukelchrem;;
Drache;tremsk;;
Draht;blestion;;
Drama;foproil;;
dramatisch;foproilt;;
dramatisieren;foproilell;;
Drang;melchr;;
drängeln;útionell;;
drängen;melchrell;;
draußen;ritchau;;
Dreck;psok;;
dreckig;psokt;;
Drecksau;psoktmin;;
Dreckschwein;psoktmusk;;
Dreh;plinktion;;
drehbar;plinktionfe^chtiont;;
drehen;plinktionell;;
Drehrichtung;plinktionreyxem;;
Drehung;plinktionem;;
drei;naup;;
dreidimensional;nauptrultiont;;
dreißig;nauper;;
dreist;jewkt;;
Dreistigkeit;jewk;;
dreizehn;énaup;;
Dresche;superrash;;
dreschen;superrashell;;
dringen;naroilell;;
dringend;naroilellp;;
dringlich;naroilt;'na.roilt;
Dringlichkeit;naroil;'na.roil;
drinnen;fíchau;;
dritte;naupc;;
Droge;krulsh;;
drohen;roierchrell;;
Drohne;roip;;
Drohne;roipsk;;
Drohung;roierchrem;;
Drossel;cikchr;;
drosseln;cikchrell;;
drüben;getchem;;
Druck;ploich;;
drucken;ploichell;'ploi.chell;
drücken;ploichrell;;
Drüse;lourek;;
du;tou;;
ducken;lewtashell;;
Duell;sektroil;;
Duft;lîschr;;
duften;lîschrell;;
dulden;bomtionell;;
Duldung;bomtionem;;
dumm;dreblt;;
Dummchen;dreblt eylníl;;
Dumme;dreblt;;
dummerweise;drebltrélt;;
Dummheit;dreblem;;
Dummkopf;drebltgordosh;;
Dummschwätzer;drebltzínerrasher;;
düngen;kolkashell;;
Dünger;kolkashef;;
dunkel;lároilt;;
Dunkelheit;lároilkoul;;
Dunkelrot;lároiltkroilsp;;
dünn;frelchrt;;
düpieren;kloikershell;;
durch;coul;;
durchaus;coultorf;;
durchbluten;coulprutchell;;
Durchblutung;coulprutchem;;
durchbrennen;coulshawlell;;
durcheinander;coulelmglamt;;
durchfallen;coulplîxell;;
durchführen;coulrutchell;;
Durchführung;coulrutchem;;
Durchgang;coulorschr;;
durchhalten;coulmashell;;
Durchlauf;couldorchr;;
durchschauen;coulgreyxell;;
Durchschnitt;coulvoumash;;
durchschnittlich;coulvoumasht;;
durchsichtig;coulpraut;;
durchsuchen;coultrapashell;;
Durchsuchung;coultrapashem;;
dürfen;trell;;
Durst;lîc;;
durstig;lîct;;
Dusche;shrívatch;;
duschen;shrívatchell;;
Düse;usrolm;;
Dutzend;hârk;;
eben;ílatcht;;
Ebene;ílatch;;
ebenfalls;ílatchtplîxt;;
ebenso;ílatchtrawi;;
E-Bike;el-rechr;;
ebnen;ílatchell;;
Echo;pong;;
Echse;eyroisk;;
echt;prusht;;
Echtheit;prush;;
Ecke;jîtion;;
eckig;jîtiont;'jî.tiont;
edel;ílortiont;;
Edelstein;ílortiontshatch;;
Effekt;knalchr;;
effektiv;knalchrt;;
effizient;trilroilt;;
Effizienz;trilroil;;
egal;omírom;;
Ego;valk;;
Egoismus;valkash;;
egoistisch;valkasht;;
eh;kon;'kon;
Ehe;umchr;;
eher;bluftem;;
Ehre;spiltion;;
ehren;spiltionell;;
Ehrenamt;spiltiontrorm;;
ehrenamtlich;spiltiontrormt;;
Ehrensache;spiltionhewchr;;
ehrenvoll;spiltionbít;;
Ehrfurcht;spiltionqilm;;
ehrlich;huvukt;;
Ehrlichkeit;huvuk;;
Ehrung;spiltionem;;
Ei;riash;;
Eiche;routú;;
Eichhörnchen;routúkrílníl;;
Eid;bîld;;
Eifer;loum;;
eifern;loumell;;
Eifersucht;loumknasch;;
eifersüchtig;loumknascht;;
eigen;kopasht;;
eigene;kopasht;;
Eigenleben;kopashtgurm;;
Eigenschaft;kopashem;;
eigensinnig;kopashtcektiont;;
eigentlich;kopashroilt;;
eignen;peyrolmell;;
Eignung;peyrolmem;;
Eile;peresh;;
eilen;pereshell;;
Eimer;kush;;
ein;elm;;art
einander;elmglamt;;
einatmen;elmspenchrell;;
einbalsamieren;elmbouashell;;
Einbildung;elmzíchrem;;
einblenden;elmblástionell;;
einbrechen;elmchlashell;;
Einbrecher;elmchlasher;;
einbringen;elmtanell;;
Einbruch;elmchlachr;;
eincremen;elmpusrálell;;
eindeutig;elmtorsht;;
eindimensional;dauldtrultiont;;
eindringen;elmnaroilell;;
eindringlich;elmnaroilt;;
Eindringling;elmnaroiler;;
Eindruck;elmploich;;
eindrücken;elmploichrell;elm.'ploi.chrell;
eindrucksvoll;elmploichbít;;
eine;elm;;
eine;elmk;;
einen;dauldrolmell;;
einen;elmk;;
einerseits;dauldtewtiont;;
eines;elmk;;
einfach;dauldrawlt;;
einfacher;dauldrawltem;;
Einfall;elmplîx;;
einfallen;elmplîxell;;
einfältig;dauldyasht;;
einfetten;elmfpreshell;;
einfließen;elmkromtionell;;
Einfluss;elmkromtion;;
einfordern;elmkialshell;;
einfrieren;elmpouvell;;
einfügen;elmsprurmell;;
einführen;elmrutchell;;
Einführung;elmrutchem;;
Eingabe;elminchrír;;
Eingang;elmorschr;;
eingeben;elminchrell;;
eingehen;elmorstionell;;
eingliedern;elmkenshell;;
Eingliederung;elmkenshem;;
Eingriff;elmtrelchír;;
einhalten;elmmashell;;
einhängen;elmeftashell;;
Einheit;dauldash;;
einheitlich;dauldchrt;;
Einheitlichkeit;dauldchr;;
Einhorn;elmkrílsk;;
einig;dauldroilt;;
einige;kolril;;
einigen;dauldroilell;;
einigen;kolril;;
Einigung;dauldroilem;;
Einkauf;elmbelchr;;
einkaufen;elmbelchrell;;
Einkäufer;elmbelchrer;;
Einkaufswagen;elmbelchrfintion;;
einklinken;elmfrinshell;;
Einkommen;elmblen;;
einladen;elmelchrell;;
Einladung;elmelchrem;;
Einlage;elmestion;;
einlassen;elmhoulashell;;
Einlauf;elmdorchr;;
einlaufen;elmdorchrell;;
einliefern;elmruptionell;;
Einlieferung;elmruptionem;;
einloggen;elmqishell;;
einmal;dauldnewk;;
einmalig;dauldnewkasht;;
Einmaligkeit;dauldnewkash;;
einnehmen;elmkrenchell;;
einordnen;elmfîltionell;;
einparken;elmobvalshell;;
einpflegen;elmkroipell;;
einrasten;elmstrolashell;;
einräumen;elmdewlashell;;
einreichen;elmleschell;;
einreisen;elmsurnashell;;
einreißen;elmmächrell;;
einrenken;elmpewchell;;
eins;dauld;;
einsam;dauldmîpt;;
Einsamkeit;dauldmîp;'dauld.mîp;
einsammeln;elmjeylashell;;
Einsatz;elmwinash;;
einsatzbereit;elmwinashkalchrt;;
einscannen;elmdestashell;;
einschalten;elmhîchrell;;
einschätzen;elmtimbroshell;;
Einschätzung;elmtimbroshem;;
einschenken;elmkolmeyxell;;
einschlafen;elmîfchrell;;
Einschlag;elmprotm;;
einschlagen;elmprotmell;;
einschlägig;elmprotmt;;
einschleusen;elmfialshell;;
einschließlich;elmchulmt;;
Einschluss;elmchulk;;
einschmieren;elmmeyperrashell;;
einschränken;elmkleftionell;;
Einschränkung;elmkleftionem;;
einschüchtern;elmbrítionell;;
einseifen;elmroipashell;;
einseitig;dauldtewt;;
einsetzen;elmwinashell;;
einspannen;elmtelashell;;
einspeisen;elmjenashell;;
einspringen;elmdinchrell;;
Einspruch;elmrelkoi;;
einst;tof;;
einstecken;elmclamell;;
einsteigen;elmlemchrell;;
einstellen;elmpurchell;;
Einstellung;elmpurchem;;
Einstieg;elmlemchrír;;
